Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure_Type_Encoded
1,300.1,311.6,0.3158726114960675,51.4,76,0,1
0,300.0,311.5,0.3158726115051087,32.0,79,0,1
0,300.0,311.5,0.3158726114969031,41.6,81,0,1
0,300.0,311.5,0.3158726115110758,28.3,83,0,1
0,300.0,311.3,0.3158726115095726,30.4,85,0,1
2,300.1,311.4,0.3158726115014157,46.9,87,0,1
0,300.1,311.3,0.3158726115023417,42.3,92,0,1
1,300.1,311.4,0.3158726114928203,52.1,94,0,1
2,300.3,311.6,0.3158726115125883,23.6,97,0,1
2,300.3,311.6,0.3158726114981036,41.6,102,0,1
0,300.3,311.6,0.3158726115036281,37.7,107,0,1
0,300.3,311.6,0.3158726115058271,33.5,109,0,1
0,300.4,311.6,0.3158726114877191,54.6,111,0,1
0,300.3,311.7,0.3158726114907319,53.3,113,0,1
1,300.3,311.6,0.3158726115062611,32.5,115,0,1
1,300.3,311.6,0.3158726114849077,62.8,118,0,1
0,300.3,311.7,0.3158726115167865,22.3,121,0,1
2,300.3,311.6,0.3158726114883841,53.4,123,0,1
0,300.2,311.5,0.3158726114999133,41.8,128,0,1
1,300.1,311.3,0.3158726115014157,40.2,130,0,1
0,300.1,311.3,0.3158726114991203,39.5,133,0,1
1,300.1,311.3,0.3158726115016925,34.1,135,0,1
1,300.2,311.4,0.3158726115041191,35.3,138,0,1
2,300.2,311.4,0.3158726115007357,36.1,141,0,1
1,300.2,311.6,0.3158726115009649,47.5,146,0,1
0,300.2,311.6,0.3158726115084229,28.8,149,0,1
1,300.3,311.6,0.3158726114857366,53.4,151,0,1
0,300.3,311.6,0.3158726115052911,38.8,154,0,1
0,300.3,311.7,0.3158726115070149,31.8,156,0,1
0,300.3,311.7,0.3158726115097101,33.6,158,0,1
0,300.3,311.7,0.3158726115028666,43.5,160,0,4
1,300.2,311.6,0.3158726115111375,28.0,162,0,1
1,300.4,311.8,0.3158726115097101,30.0,165,0,1
0,300.4,311.8,0.3158726114865446,57.9,168,0,1
1,300.3,311.7,0.3158726114864447,51.4,170,0,1
0,300.2,311.7,0.3158726114971075,54.2,173,0,1
0,300.2,311.8,0.3158726114962791,48.2,175,0,1
0,300.3,311.9,0.3158726115059148,34.0,177,0,1
0,300.2,311.8,0.3158726114981685,44.5,179,0,1
1,300.3,311.8,0.3158726114993674,45.1,181,0,1
1,300.2,311.8,0.3158726115110449,28.5,184,0,1
0,300.3,311.8,0.3158726115109828,26.3,187,0,1
0,300.2,311.8,0.3158726114943819,51.4,189,0,1
0,300.2,311.7,0.3158726115072182,30.8,191,0,1
2,300.3,311.7,0.3158726115078129,29.9,193,0,1
1,300.3,311.7,0.3158726115074587,28.9,198,0,1
0,300.4,311.8,0.3158726115050169,42.0,201,0,1
0,300.5,311.9,0.3158726115029184,39.4,203,0,1
0,300.5,311.9,0.3158726115010218,41.8,205,0,1
0,300.5,311.9,0.3158726115111067,28.3,207,0,1
1,300.5,311.9,0.3158726115104751,27.5,209,0,1
0,300.6,311.9,0.3158726114913327,60.1,212,1,2
0,300.5,311.8,0.3158726115017474,38.9,214,1,5
0,300.4,311.8,0.3158726115055612,36.1,0,0,1
1,300.5,311.8,0.3158726115070557,34.4,2,0,1
0,300.4,311.8,0.3158726115205786,14.9,5,0,1
0,300.4,311.8,0.3158726115070557,32.3,7,0,1
1,300.4,311.9,0.3158726114880059,58.3,9,0,1
1,300.3,311.7,0.3158726114769228,57.5,12,0,1
0,300.3,311.7,0.3158726114969031,47.3,15,0,1
0,300.2,311.5,0.3158726115003871,40.8,17,0,1
0,300.2,311.6,0.3158726115169656,21.0,19,0,1
0,300.2,311.6,0.3158726115020198,35.5,21,0,1
1,300.2,311.6,0.3158726114983621,40.7,23,0,1
0,300.1,311.5,0.3158726114879106,54.0,26,0,1
1,300.1,311.5,0.3158726114887577,46.2,28,0,1
0,300.2,311.5,0.3158726115071777,31.1,31,0,1
2,300.1,311.5,0.3158726114922514,49.1,33,0,1
0,300.1,311.4,0.3158726115080061,31.4,38,0,1
0,300.1,311.3,0.3158726114985541,45.2,40,0,1
1,300.1,311.3,0.3158726115110449,26.6,42,0,1
0,300.1,311.4,0.3158726114983621,35.7,45,0,1
1,300.1,311.4,0.3158726115062611,39.3,47,0,1
2,300.1,311.4,0.315872611491754,56.7,50,0,1
1,300.0,311.3,0.3158726115067675,32.1,55,0,1
0,300.0,311.2,0.3158726115006202,37.9,58,0,1
0,300.0,311.2,0.3158726114949811,47.3,60,0,1
0,300.0,311.2,0.3158726115067675,31.7,62,0,1
0,300.1,311.3,0.3158726115231609,12.5,64,1,3
0,300.1,311.3,0.3158726114850125,64.7,66,0,1
1,300.2,311.4,0.3158726114972428,38.5,68,0,1
0,300.2,311.3,0.3158726114996117,36.9,71,0,1
1,300.2,311.3,0.3158726115049244,31.2,73,0,1
1,300.3,311.5,0.3158726115019656,40.9,76,0,1
1,300.4,311.6,0.3158726114936906,49.9,79,0,1
0,300.3,311.5,0.3158726114969714,45.0,82,0,1
0,300.2,311.4,0.315872611495494,44.2,84,0,1
0,300.2,311.4,0.3158726115148148,22.6,86,0,1
2,300.2,311.5,0.3158726114975111,42.8,88,0,1
0,300.1,311.4,0.315872611495854,40.9,93,0,1
0,300.2,311.4,0.3158726115000922,43.6,95,0,1
0,300.3,311.4,0.3158726115028147,41.6,97,0,1
1,300.3,311.4,0.3158726115033272,34.3,99,0,1
1,300.2,311.3,0.3158726114998533,37.3,102,0,1
0,300.3,311.3,0.3158726115018022,40.7,105,0,1
0,300.3,311.3,0.315872611500678,39.6,107,0,1
1,300.3,311.4,0.3158726114912476,50.2,109,0,1
0,300.3,311.3,0.3158726114877191,60.5,112,0,1
0,300.3,311.4,0.3158726114986177,37.0,114,0,1
1,300.4,311.5,0.3158726115111067,27.3,116,0,1
1,300.3,311.4,0.3158726114924967,48.1,119,0,1
1,300.4,311.4,0.3158726114898511,56.2,122,0,1
1,300.3,311.3,0.315872611491754,53.8,125,0,1
0,300.3,311.1,0.315872611492659,49.4,128,0,1
1,300.3,311.1,0.3158726114894004,58.7,130,0,1
1,300.4,311.2,0.3158726115133814,23.4,133,0,1
1,300.3,311.2,0.3158726114920866,65.2,136,1,3
1,300.3,311.2,0.3158726115120855,25.6,139,0,1
0,300.3,311.0,0.3158726115060888,34.7,142,0,1
1,300.2,311.0,0.3158726115216281,14.7,144,0,1
0,300.2,311.0,0.3158726115066842,33.7,147,0,1
0,300.2,311.0,0.3158726114793366,71.8,149,1,3
2,300.2,311.0,0.3158726115119131,27.5,151,0,1
0,300.3,311.1,0.3158726115057831,30.9,156,0,1
0,300.3,311.1,0.3158726115086086,28.6,158,0,1
0,300.3,311.1,0.315872611505739,37.1,160,0,1
0,300.4,311.1,0.3158726114996117,37.4,162,0,1
0,300.4,311.2,0.3158726114986177,46.5,164,0,1
1,300.3,311.1,0.3158726114989957,44.2,166,0,1
0,300.4,311.2,0.3158726115020738,32.0,169,0,1
0,300.4,311.2,0.3158726115084975,28.9,171,0,1
0,300.4,311.2,0.3158726114962791,56.8,173,0,1
0,300.4,311.3,0.3158726115000922,51.2,175,0,1
1,300.4,311.2,0.3158726114908185,56.1,177,0,1
2,300.4,311.2,0.3158726114997328,45.3,180,0,1
0,300.3,311.1,0.3158726114991823,46.6,185,0,1
0,300.4,311.2,0.3158726114986812,37.3,187,0,1
0,300.4,311.1,0.3158726114933775,50.8,189,0,1
0,300.4,311.1,0.3158726115050169,35.5,191,0,1
0,300.4,311.1,0.3158726114940002,54.1,193,0,1
0,300.4,311.1,0.3158726115172101,20.1,195,0,1
0,300.4,311.0,0.3158726115126156,26.0,197,0,1
1,300.4,311.0,0.3158726114960675,46.1,199,0,1
1,300.5,311.1,0.3158726114840575,61.3,202,1,2
1,300.5,311.2,0.3158726115031749,36.6,205,0,1
0,300.5,311.2,0.3158726114811376,67.5,208,1,2
0,300.6,311.3,0.3158726115021276,38.5,0,0,1
2,300.5,311.2,0.3158726114933775,45.2,2,0,1
0,300.5,311.1,0.3158726115029699,37.2,7,0,1
0,300.5,311.0,0.3158726115181971,18.9,9,0,1
0,300.5,311.1,0.3158726114998533,42.6,11,0,1
0,300.5,311.0,0.3158726115113812,28.3,13,0,1
1,300.4,311.0,0.3158726115052911,35.4,15,0,1
0,300.4,311.2,0.3158726114894911,62.0,18,0,1
0,300.4,311.2,0.3158726115096415,28.7,20,0,1
0,300.4,311.2,0.315872611494077,43.6,22,0,1
0,300.4,311.3,0.3158726115071777,34.6,24,0,1
2,300.4,311.3,0.3158726115174309,20.3,26,0,1
1,300.4,311.3,0.3158726114894004,56.5,31,0,1
1,300.5,311.3,0.3158726114984262,41.1,34,0,1
0,300.5,311.4,0.3158726115072988,27.1,37,0,1
0,300.5,311.3,0.3158726114997932,41.8,39,0,1
1,300.5,311.3,0.3158726115007932,43.4,41,0,1
0,300.5,311.4,0.3158726115060021,32.7,44,0,1
1,300.5,311.4,0.3158726115108891,27.6,46,0,1
0,300.5,311.3,0.3158726114988704,46.3,49,0,1
0,300.5,311.4,0.3158726114959965,47.5,51,0,1
0,300.5,311.4,0.3158726114966969,47.0,53,0,1
1,300.6,311.4,0.3158726114984262,40.4,55,0,1
0,300.5,311.4,0.315872611503428,45.3,58,0,1
1,300.5,311.4,0.3158726114857366,51.4,60,0,1
0,300.6,311.5,0.3158726114978421,47.0,63,0,1
0,300.5,311.5,0.3158726115076564,36.9,65,0,1
0,300.5,311.5,0.3158726114997932,38.4,67,0,1
1,300.6,311.6,0.3158726114987444,31.5,69,0,1
0,300.6,311.7,0.3158726115106038,29.9,72,0,1
0,300.6,311.7,0.3158726115007932,45.5,74,0,1
0,300.6,311.7,0.315872611503428,34.9,76,0,1
2,300.5,311.6,0.3158726114894911,53.5,78,0,1
0,300.5,311.7,0.3158726114969031,44.8,83,0,1
0,300.5,311.7,0.3158726115063466,32.7,85,0,1
1,300.5,311.7,0.3158726114810203,64.0,87,0,1
0,300.5,311.6,0.3158726115022883,37.7,90,0,1
0,300.5,311.6,0.3158726114968345,49.3,92,0,1
0,300.5,311.6,0.3158726115109204,26.8,94,0,1
0,300.4,311.5,0.3158726114966277,44.6,96,0,1
1,300.3,311.3,0.3158726115007357,40.7,98,0,1
0,300.3,311.4,0.3158726115018568,38.5,101,0,1
0,300.4,311.5,0.3158726115096071,29.7,103,0,1
2,300.4,311.4,0.3158726114969031,52.4,105,0,1
0,300.5,311.5,0.3158726115080445,35.9,110,0,1
0,300.5,311.4,0.3158726114982978,41.8,112,0,1
0,300.4,311.3,0.315872611505871,35.1,114,0,1
1,300.4,311.4,0.3158726114895815,57.3,116,0,1
1,300.4,311.4,0.3158726115056947,31.7,119,0,1
2,300.4,311.4,0.3158726114956386,50.7,122,0,1
0,300.4,311.4,0.3158726114954214,44.6,127,0,1
0,300.4,311.4,0.3158726115080827,29.3,129,0,1
0,300.4,311.4,0.3158726115157718,23.9,131,0,1
0,300.4,311.4,0.3158726115104102,31.7,133,0,1
0,300.4,311.4,0.3158726115032258,28.8,135,0,1
2,300.4,311.5,0.3158726115080827,29.0,137,0,1
0,300.3,311.4,0.3158726114887577,57.7,142,0,1
1,300.4,311.5,0.3158726114989332,32.6,144,0,1
0,300.3,311.4,0.3158726114890349,51.1,147,0,1
0,300.4,311.5,0.3158726114999133,44.6,149,0,1
1,300.3,311.5,0.3158726115026059,41.5,151,0,1
0,300.4,311.5,0.3158726115053364,32.5,154,0,1
0,300.5,311.6,0.3158726115026583,47.8,156,0,1
0,300.5,311.6,0.3158726115080445,30.0,158,0,1
1,300.4,311.6,0.3158726114902066,55.4,160,0,1
0,300.5,311.6,0.3158726115019656,42.4,163,0,1
1,300.5,311.6,0.3158726114782124,52.9,165,0,1
0,300.5,311.6,0.3158726115043597,32.5,168,0,1
1,300.5,311.6,0.3158726115079291,30.4,170,0,1
0,300.5,311.6,0.3158726114924152,54.8,173,0,1
2,300.5,311.7,0.3158726114975111,50.3,175,0,1
0,300.5,311.6,0.3158726115002107,40.5,180,0,1
1,300.6,311.7,0.3158726114954214,50.8,182,0,1
0,300.6,311.7,0.3158726115019656,43.9,185,0,1
0,300.6,311.8,0.3158726115025533,37.0,187,0,1
0,300.7,311.8,0.3158726114881009,58.4,189,1,2
0,300.5,311.6,0.3158726115018022,37.6,191,0,1
1,300.5,311.6,0.315872611497644,51.1,193,0,1
1,300.5,311.7,0.3158726115191507,17.2,196,0,1
1,300.5,311.6,0.3158726114989332,39.1,199,0,1
0,300.5,311.6,0.3158726115009078,47.2,202,0,1
0,300.5,311.6,0.3158726114970395,45.4,204,0,1
0,300.6,311.7,0.3158726114971075,49.1,206,0,1
0,300.6,311.7,0.3158726114957106,52.6,208,0,1
1,300.6,311.7,0.3158726114927398,52.1,210,0,1
0,300.7,311.7,0.3158726115070149,32.4,213,0,1
0,300.7,311.7,0.3158726114932195,43.7,215,0,1
0,300.7,311.8,0.3158726114967659,43.7,217,0,1
1,300.7,311.7,0.3158726114945331,49.1,219,0,1
0,300.7,311.7,0.3158726115017474,43.5,222,0,1
1,300.7,311.8,0.3158726114941536,42.4,224,0,1
0,300.8,311.7,0.3158726114933775,43.5,227,0,1
1,300.7,311.7,0.3158726115006202,36.9,229,0,1
1,300.7,311.7,0.3158726115185388,18.9,232,1,5
0,300.6,311.7,0.3158726115032766,39.8,0,0,1
0,300.6,311.7,0.3158726114959965,39.2,2,0,1
1,300.5,311.6,0.3158726115044551,36.5,4,0,1
1,300.5,311.5,0.3158726114911623,56.1,7,0,1
2,300.5,311.6,0.3158726115007357,36.2,10,0,1
0,300.6,311.6,0.3158726115163221,21.4,15,0,1
2,300.6,311.7,0.3158726115003871,36.7,17,0,1
0,300.6,311.7,0.3158726114996724,47.7,22,0,1
2,300.6,311.5,0.3158726114825159,60.2,24,0,1
0,300.5,311.4,0.3158726114936128,45.1,29,0,1
0,300.6,311.5,0.3158726114950551,38.6,31,0,1
1,300.7,311.5,0.3158726114966277,40.6,33,0,1
1,300.7,311.6,0.3158726114892182,62.5,36,0,1
2,300.8,311.7,0.3158726114984262,38.7,39,0,1
1,300.7,311.7,0.3158726115095034,30.8,44,0,1
2,300.7,311.7,0.3158726115141935,23.6,47,0,1
1,300.6,311.6,0.315872611506809,31.8,52,0,1
0,300.5,311.5,0.3158726114861431,49.7,55,0,1
0,300.5,311.5,0.3158726115097442,31.2,57,0,1
2,300.5,311.4,0.3158726115087189,27.5,59,0,1
0,300.5,311.4,0.3158726115097783,32.3,64,0,1
0,300.5,311.4,0.3158726114969031,41.5,66,0,1
1,300.5,311.4,0.3158726114928203,51.9,68,0,1
0,300.4,311.4,0.3158726114854283,55.5,71,0,1
0,300.5,311.5,0.3158726115003285,37.6,73,0,1
1,300.5,311.4,0.3158726115181666,18.8,75,0,1
0,300.5,311.5,0.3158726114996117,43.0,78,0,1
0,300.5,311.5,0.3158726114846972,49.6,80,0,1
1,300.5,311.5,0.3158726114918376,48.2,82,0,1
0,300.5,311.6,0.3158726114907319,53.0,85,0,1
2,300.6,311.7,0.3158726114956386,44.6,87,0,1
2,300.6,311.7,0.3158726115023417,33.3,92,0,1
2,300.5,311.6,0.3158726114989332,41.7,97,0,1
0,300.5,311.6,0.315872611495494,42.4,102,0,1
0,300.5,311.7,0.315872611494306,54.7,104,0,1
0,300.5,311.6,0.3158726115104751,30.2,106,0,1
1,300.5,311.6,0.3158726114975111,41.4,108,0,1
0,300.6,311.7,0.3158726115109204,26.9,111,0,1
1,300.8,311.9,0.3158726115114414,29.0,113,0,1
1,300.7,311.9,0.3158726115078905,30.9,116,0,1
0,300.7,311.8,0.3158726114951287,47.0,119,0,1
2,300.7,311.9,0.3158726114874296,59.2,121,0,1
0,300.6,311.9,0.3158726114986812,44.2,126,0,1
0,300.6,312.0,0.3158726115039243,30.1,128,0,1
0,300.6,312.0,0.315872611495854,42.7,130,0,1
0,300.6,312.0,0.3158726114992442,40.9,132,0,1
0,300.6,312.0,0.3158726115083855,29.4,134,0,1
0,300.6,312.0,0.315872611494077,55.1,136,0,1
2,300.6,312.1,0.3158726114897615,46.9,138,0,1
1,300.5,312.0,0.3158726115167138,19.3,143,0,1
1,300.5,312.0,0.3158726114803082,60.8,146,0,1
0,300.5,311.9,0.3158726115044075,31.1,149,0,1
0,300.5,312.0,0.3158726114974443,45.1,151,0,1
0,300.5,312.0,0.3158726114990581,39.0,153,0,1
1,300.5,311.9,0.3158726114868424,57.9,155,0,1
0,300.5,311.9,0.3158726115098123,28.4,158,0,1
0,300.4,311.7,0.3158726114859405,59.5,160,0,1
0,300.4,311.7,0.3158726114979078,39.6,162,0,1
1,300.4,311.7,0.3158726115008506,45.4,164,0,1
1,300.5,311.8,0.3158726114876229,55.3,167,0,1
0,300.4,311.7,0.3158726115012478,47.4,170,0,1
0,300.4,311.6,0.3158726115085346,33.0,172,0,1
0,300.4,311.7,0.3158726114968345,51.2,174,0,1
1,300.4,311.7,0.3158726114934561,42.6,176,0,1
1,300.4,311.7,0.3158726115134069,24.2,179,0,1
1,300.5,311.8,0.3158726115051087,42.0,182,0,1
1,300.4,311.7,0.3158726114990581,39.9,185,0,1
1,300.4,311.8,0.3158726114904704,47.6,188,0,1
0,300.5,311.8,0.3158726114909909,57.9,191,1,2
1,300.3,311.7,0.3158726115102467,28.3,193,0,1
0,300.4,311.8,0.3158726115090808,30.8,196,0,1
0,300.4,311.8,0.3158726114813711,59.2,198,1,2
1,300.4,311.7,0.3158726115010218,33.0,200,0,1
2,300.4,311.6,0.315872611509981,30.8,203,0,1
1,300.3,311.5,0.3158726114936128,43.8,0,0,1
0,300.4,311.6,0.315872611471901,76.6,3,1,3
1,300.4,311.7,0.3158726115033777,38.7,5,0,1
2,300.3,311.6,0.3158726114956386,56.2,8,0,1
0,300.3,311.4,0.3158726114863445,52.7,13,0,1
2,300.2,311.4,0.3158726114864447,54.6,15,0,1
1,300.2,311.4,0.3158726115162455,20.9,20,0,1
0,300.3,311.5,0.3158726115032258,38.9,23,0,1
0,300.3,311.5,0.3158726115030214,32.2,25,0,1
0,300.3,311.6,0.3158726115097783,29.5,27,0,1
2,300.3,311.5,0.3158726114981685,41.0,29,0,1
0,300.3,311.4,0.3158726115113812,24.8,34,0,1
0,300.3,311.5,0.3158726115069739,31.9,36,0,1
0,300.3,311.5,0.3158726115081209,33.6,38,0,1
1,300.3,311.5,0.3158726114969031,47.3,40,0,1
0,300.3,311.5,0.3158726115092936,25.6,43,0,1
0,300.4,311.6,0.3158726115013599,39.0,45,0,1
0,300.5,311.7,0.3158726115128588,26.8,47,0,1
0,300.4,311.6,0.3158726115129652,23.5,49,0,1
0,300.4,311.7,0.3158726115011351,40.0,51,0,1
1,300.4,311.6,0.3158726115014157,36.4,53,0,1
0,300.3,311.5,0.3158726115082726,28.8,56,0,1
0,300.3,311.5,0.3158726114938459,60.1,58,0,1
0,300.2,311.5,0.3158726114922514,42.1,60,0,1
0,300.3,311.5,0.3158726114982978,46.2,62,0,1
0,300.3,311.5,0.3158726114918376,47.5,64,0,1
1,300.2,311.5,0.3158726115029699,40.9,66,0,1
0,300.2,311.5,0.3158726115000922,38.5,69,0,1
0,300.1,311.4,0.3158726115104427,29.3,71,0,1
0,300.1,311.4,0.3158726114949811,47.7,73,0,1
2,300.1,311.4,0.3158726114994899,40.4,75,0,1
0,300.1,311.5,0.3158726114961382,40.8,80,0,1
1,300.2,311.6,0.3158726114947581,55.8,82,0,1
2,300.1,311.6,0.3158726115085346,29.6,85,0,1
0,300.1,311.5,0.3158726114975111,52.4,90,0,1
0,300.0,311.4,0.3158726114989332,39.0,92,0,1
0,300.0,311.5,0.3158726115128855,28.3,94,0,1
0,300.0,311.4,0.315872611491502,41.9,96,0,1
1,300.1,311.4,0.3158726115017474,40.6,98,0,1
0,300.0,311.4,0.3158726114922514,49.6,101,0,1
0,299.9,311.3,0.3158726114957824,58.2,103,0,1
1,299.8,311.3,0.3158726115013599,41.2,105,0,1
1,299.9,311.4,0.3158726114991823,44.9,108,0,1
0,299.9,311.4,0.3158726115096759,28.8,111,0,1
0,300.0,311.5,0.3158726114893094,48.6,113,0,1
1,300.0,311.5,0.3158726114973102,49.0,115,0,1
0,299.9,311.4,0.3158726115066842,36.7,118,0,1
1,300.0,311.4,0.3158726115024478,35.4,120,0,1
0,300.1,311.5,0.3158726115201037,17.0,123,0,1
1,300.0,311.4,0.3158726114982978,39.0,125,0,1
0,300.0,311.5,0.3158726115082348,32.0,128,0,1
0,300.0,311.5,0.3158726114975776,41.7,130,0,1
0,300.0,311.4,0.3158726115155878,24.6,132,0,1
1,299.9,311.3,0.3158726115095726,28.4,134,0,1
0,299.8,311.2,0.3158726115022349,35.9,137,0,1
2,299.8,311.3,0.3158726115121424,25.4,139,0,1
0,299.8,311.2,0.3158726115191639,16.6,144,0,1
0,299.8,311.2,0.3158726114910767,46.2,146,0,1
1,299.8,311.2,0.3158726115096759,29.2,148,0,1
0,299.9,311.3,0.3158726115126156,24.4,151,0,1
2,299.9,311.3,0.3158726114946083,41.8,153,0,1
0,300.0,311.3,0.3158726114994287,53.2,158,0,1
0,299.9,311.3,0.3158726115023417,38.1,160,0,1
1,299.9,311.2,0.31587261150455,35.5,162,0,1
0,299.8,311.1,0.3158726114844853,64.2,165,0,1
1,299.8,311.1,0.3158726114973773,44.3,167,0,1
1,299.8,311.1,0.3158726115037273,35.7,170,0,1
0,299.8,311.2,0.315872611508159,28.3,173,0,1
2,299.9,311.2,0.3158726115000922,35.8,175,0,1
1,300.0,311.4,0.3158726115022349,42.6,180,0,1
0,300.0,311.4,0.3158726114994287,37.0,183,0,1
0,300.0,311.4,0.3158726115056947,38.7,185,0,1
0,300.0,311.4,0.3158726114993674,45.6,187,0,1
0,300.1,311.5,0.3158726115030727,34.7,189,0,1
0,300.1,311.4,0.3158726115056947,35.0,191,0,1
0,300.2,311.5,0.3158726115089371,31.0,193,0,1
0,300.2,311.6,0.3158726114913327,49.2,195,0,1
0,300.3,311.6,0.315872611491502,47.4,197,0,1
0,300.2,311.6,0.3158726115057831,31.0,199,0,1
0,300.1,311.5,0.3158726114986177,47.2,201,0,1
0,300.1,311.5,0.3158726115079677,31.1,203,0,1
1,300.1,311.7,0.3158726114936128,48.5,205,0,1
0,300.1,311.7,0.3158726115005622,42.6,208,0,1
0,300.2,311.8,0.315872611512506,23.2,210,0,1
1,300.2,311.6,0.315872611505871,35.0,212,0,1
0,300.2,311.6,0.3158726114867434,50.9,215,0,1
2,300.2,311.6,0.3158726115029699,37.7,217,0,1
1,300.3,311.7,0.315872611491502,47.9,222,1,5
1,300.3,311.7,0.3158726114970395,36.8,0,0,1
0,300.4,311.7,0.3158726114914174,47.2,3,0,1
0,300.3,311.7,0.3158726115012478,37.5,5,0,1
0,300.3,311.7,0.315872611486244,56.5,7,0,1
0,300.3,311.8,0.3158726115031749,37.2,9,0,1
1,300.3,311.8,0.3158726115051545,32.1,11,0,1
0,300.4,311.8,0.3158726114960675,42.2,14,0,1
0,300.5,311.9,0.3158726114959965,43.1,16,0,1
0,300.5,311.9,0.3158726114894004,51.7,18,0,1
1,300.5,311.9,0.3158726114911623,44.8,20,0,1
0,300.5,312.0,0.3158726114947581,44.6,23,0,1
0,300.5,312.0,0.3158726115002697,42.9,25,0,1
1,300.5,312.0,0.3158726114921691,54.1,27,0,1
1,300.5,311.9,0.3158726115010218,44.5,30,0,1
0,300.5,311.9,0.3158726114875264,59.5,33,0,1
0,300.5,311.9,0.3158726114922514,50.5,35,0,1
0,300.5,311.9,0.3158726114959254,49.4,37,0,1
0,300.5,312.0,0.3158726114979733,38.1,39,0,1
2,300.4,311.9,0.3158726114964192,46.7,41,0,4
1,300.5,312.0,0.3158726115119709,27.7,46,0,1
1,300.6,312.1,0.315872611483733,52.3,49,0,1
0,300.6,312.2,0.3158726114853248,54.7,52,0,1
0,300.6,312.3,0.3158726115021814,37.2,54,0,1
0,300.7,312.4,0.3158726114985541,38.6,56,0,1
0,300.7,312.3,0.3158726115030214,37.9,58,0,1
0,300.7,312.3,0.3158726115149699,24.0,60,0,1
2,300.7,312.2,0.3158726114880059,49.0,62,0,1
0,300.7,312.3,0.3158726114951287,53.8,67,0,1
0,300.7,312.3,0.3158726114949811,49.0,69,0,1
1,300.8,312.3,0.3158726115023417,40.3,71,0,1
2,300.7,312.4,0.3158726114977103,47.2,74,0,1
0,300.8,312.4,0.3158726114999731,39.1,79,0,1
2,300.7,312.3,0.3158726115083855,27.3,81,0,1
2,300.7,312.3,0.3158726114969714,45.4,86,0,1
0,300.8,312.4,0.3158726114982332,59.1,91,1,3
0,300.7,312.3,0.3158726115050628,36.3,93,0,1
1,300.6,312.2,0.3158726115195763,18.5,95,0,1
0,300.7,312.4,0.3158726115050628,37.9,98,0,1
0,300.7,312.3,0.3158726115044551,33.2,100,0,1
1,300.7,312.4,0.3158726114912476,61.7,102,0,1
0,300.8,312.4,0.3158726115116204,25.6,105,0,1
0,300.8,312.5,0.3158726115013599,39.2,107,0,1
1,300.9,312.6,0.3158726115033777,40.6,109,0,1
0,300.9,312.7,0.3158726114948327,43.8,112,0,1
1,300.8,312.6,0.3158726115049707,35.6,114,0,1
0,300.8,312.6,0.3158726114952755,50.0,117,0,1
0,300.8,312.6,0.3158726114916703,53.6,119,0,1
0,300.8,312.5,0.3158726114961382,50.7,121,0,1
0,300.8,312.5,0.3158726114953485,47.3,123,0,1
0,300.9,312.4,0.315872611490645,52.5,125,0,1
0,300.8,312.4,0.3158726115132271,23.8,127,0,1
0,300.8,312.4,0.3158726114907319,44.5,129,0,1
1,300.7,312.3,0.315872611495854,47.2,131,0,1
0,300.8,312.3,0.3158726114962087,44.8,134,0,1
1,300.8,312.4,0.3158726115128588,25.1,136,0,1
1,300.8,312.4,0.3158726114982332,43.7,139,0,1
0,300.9,312.4,0.3158726114913327,51.0,142,0,1
0,300.8,312.3,0.3158726115140502,26.3,144,0,1
0,300.7,312.3,0.315872611509981,26.8,146,0,1
0,300.7,312.2,0.3158726115050628,38.5,148,0,1
1,300.8,312.2,0.315872611508159,25.7,150,0,1
0,300.7,312.1,0.3158726115010785,36.9,153,0,1
0,300.7,312.1,0.3158726115002697,44.0,155,0,1
0,300.7,312.1,0.3158726114932195,41.9,157,0,1
2,300.7,312.1,0.3158726114997932,43.1,159,0,1
2,300.8,312.1,0.3158726115019112,35.1,164,0,1
0,300.8,312.1,0.3158726115010785,37.1,169,0,1
0,300.9,312.1,0.3158726114988075,42.4,171,0,1
0,300.8,312.1,0.315872611500678,41.3,173,0,1
0,300.8,312.0,0.3158726115001515,40.0,175,0,1
0,300.8,312.0,0.3158726114921691,49.3,177,0,1
0,300.7,311.9,0.3158726114950551,47.7,179,0,1
0,300.7,311.9,0.3158726114980385,39.7,181,0,1
1,300.8,312.0,0.3158726114972428,45.0,183,0,1
2,300.7,311.9,0.3158726114927398,46.5,186,0,1
1,300.7,311.9,0.3158726115093639,28.2,191,0,1
0,300.7,311.9,0.3158726114880059,57.1,194,1,2
0,300.7,311.9,0.3158726114989332,42.0,196,0,1
0,300.6,311.7,0.3158726115002107,43.6,198,0,1
1,300.6,311.6,0.315872611508348,29.2,200,0,1
0,300.6,311.6,0.3158726114975776,48.0,203,0,1
0,300.7,311.7,0.3158726115003285,38.4,205,0,1
0,300.7,311.8,0.3158726114990581,41.9,207,0,1
0,300.8,311.8,0.3158726115156084,21.8,209,0,1
1,300.8,311.9,0.3158726115064317,28.3,211,0,1
1,300.8,311.9,0.3158726114899404,44.3,214,0,1
0,300.8,311.7,0.3158726114997932,46.4,217,0,1
0,300.8,311.7,0.3158726115045026,31.4,219,0,1
0,300.8,311.7,0.315872611508792,31.3,221,0,1
